"Import","2022","07011000 Læggekartofler","I alt",1979847,8220924,0
"Import","2022","07011000 Læggekartofler","Afghanistan",0,0,0
"Import","2022","07011000 Læggekartofler","Albanien",0,0,0
"Import","2022","07011000 Læggekartofler","Algeriet",0,0,0
"Import","2022","07011000 Læggekartofler","Amerikansk Oceanien",0,0,0
"Import","2022","07011000 Læggekartofler","Amerikansk Samoa",0,0,0
"Import","2022","07011000 Læggekartofler","Amerikanske Jomfruøer",0,0,0
"Import","2022","07011000 Læggekartofler","Andorra",0,0,0
"Import","2022","07011000 Læggekartofler","Angola",0,0,0
"Import","2022","07011000 Læggekartofler","Anguilla",0,0,0
"Import","2022","07011000 Læggekartofler","Antarktis",0,0,0
"Import","2022","07011000 Læggekartofler","Antigua og Barbuda",0,0,0
"Import","2022","07011000 Læggekartofler","Argentina",0,0,0
"Import","2022","07011000 Læggekartofler","Armenien",0,0,0
"Import","2022","07011000 Læggekartofler","Aruba",0,0,0
"Import","2022","07011000 Læggekartofler","Aserbajdsjan",0,0,0
"Import","2022","07011000 Læggekartofler","Australien",0,0,0
"Import","2022","07011000 Læggekartofler","Australsk Oceanien",0,0,0
"Import","2022","07011000 Læggekartofler","Bahamas",0,0,0
"Import","2022","07011000 Læggekartofler","Bahrain",0,0,0
"Import","2022","07011000 Læggekartofler","Bangladesh",0,0,0
"Import","2022","07011000 Læggekartofler","Barbados",0,0,0
"Import","2022","07011000 Læggekartofler","Belgien",0,0,0
"Import","2022","07011000 Læggekartofler","Belize",0,0,0
"Import","2022","07011000 Læggekartofler","Benin",0,0,0
"Import","2022","07011000 Læggekartofler","Bermuda",0,0,0
"Import","2022","07011000 Læggekartofler","Bhutan",0,0,0
"Import","2022","07011000 Læggekartofler","Bolivia",0,0,0
"Import","2022","07011000 Læggekartofler","Bonaire, Sint Eustatius og Saba",0,0,0
"Import","2022","07011000 Læggekartofler","Bosnien-Hercegovina",0,0,0
"Import","2022","07011000 Læggekartofler","Botswana",0,0,0
"Import","2022","07011000 Læggekartofler","Bouvetøen",0,0,0
"Import","2022","07011000 Læggekartofler","Brasilien",0,0,0
"Import","2022","07011000 Læggekartofler","Britisk Oceanien",0,0,0
"Import","2022","07011000 Læggekartofler","Britiske Jomfruøer",0,0,0
"Import","2022","07011000 Læggekartofler","Britiske territorium i det Indiske Ocean",0,0,0
"Import","2022","07011000 Læggekartofler","Brunei",0,0,0
"Import","2022","07011000 Læggekartofler","Bulgarien",0,0,0
"Import","2022","07011000 Læggekartofler","Burkina Faso",0,0,0
"Import","2022","07011000 Læggekartofler","Burundi",0,0,0
"Import","2022","07011000 Læggekartofler","Cambodja",0,0,0
"Import","2022","07011000 Læggekartofler","Cameroun",0,0,0
"Import","2022","07011000 Læggekartofler","Canada",0,0,0
"Import","2022","07011000 Læggekartofler","Caymanøerne",0,0,0
"Import","2022","07011000 Læggekartofler","Centralafrikanske Republik",0,0,0
"Import","2022","07011000 Læggekartofler","Ceuta",0,0,0
"Import","2022","07011000 Læggekartofler","Chile",0,0,0
"Import","2022","07011000 Læggekartofler","Cocosøerne",0,0,0
"Import","2022","07011000 Læggekartofler","Colombia",0,0,0
"Import","2022","07011000 Læggekartofler","Comorerne",0,0,0
"Import","2022","07011000 Læggekartofler","Congo, Republikken",0,0,0
"Import","2022","07011000 Læggekartofler","Congo, Demokratiske Republik",0,0,0
"Import","2022","07011000 Læggekartofler","Cookøerne",0,0,0
"Import","2022","07011000 Læggekartofler","Costa Rica",0,0,0
"Import","2022","07011000 Læggekartofler","Cuba",0,0,0
"Import","2022","07011000 Læggekartofler","Curacao",0,0,0
"Import","2022","07011000 Læggekartofler","Cypern",0,0,0
"Import","2022","07011000 Læggekartofler","DDR",0,0,0
"Import","2022","07011000 Læggekartofler","Dominikanske Republik",0,0,0
"Import","2022","07011000 Læggekartofler","Djibouti",0,0,0
"Import","2022","07011000 Læggekartofler","Dominica",0,0,0
"Import","2022","07011000 Læggekartofler","Ecuador",0,0,0
"Import","2022","07011000 Læggekartofler","Egypten",255150,1247785,0
"Import","2022","07011000 Læggekartofler","El Salvador",0,0,0
"Import","2022","07011000 Læggekartofler","Elfenbenskysten",0,0,0
"Import","2022","07011000 Læggekartofler","Eritrea",0,0,0
"Import","2022","07011000 Læggekartofler","Estland",0,0,0
"Import","2022","07011000 Læggekartofler","Etiopien",0,0,0
"Import","2022","07011000 Læggekartofler","Falklandsøerne",0,0,0
"Import","2022","07011000 Læggekartofler","Fiji",0,0,0
"Import","2022","07011000 Læggekartofler","Filippinerne",0,0,0
"Import","2022","07011000 Læggekartofler","Finland",0,0,0
"Import","2022","07011000 Læggekartofler","Forenede Arabiske Emirater",0,0,0
"Import","2022","07011000 Læggekartofler","Frankrig og Monaco",93815,263735,0
"Import","2022","07011000 Læggekartofler","Fransk Guyana",0,0,0
"Import","2022","07011000 Læggekartofler","Fransk Polynesien",0,0,0
"Import","2022","07011000 Læggekartofler","Franske besiddelser i det sydlige Indiske Ocean",0,0,0
"Import","2022","07011000 Læggekartofler","Fremmede tropper i Tyskland",0,0,0
"Import","2022","07011000 Læggekartofler","Færøerne",5,332,0
"Import","2022","07011000 Læggekartofler","Gabon",0,0,0
"Import","2022","07011000 Læggekartofler","Gambia",0,0,0
"Import","2022","07011000 Læggekartofler","Gaza og Jericho",0,0,0
"Import","2022","07011000 Læggekartofler","Georgien",0,0,0
"Import","2022","07011000 Læggekartofler","Ghana",0,0,0
"Import","2022","07011000 Læggekartofler","Gibraltar",0,0,0
"Import","2022","07011000 Læggekartofler","Grenada",0,0,0
"Import","2022","07011000 Læggekartofler","Grækenland",0,0,0
"Import","2022","07011000 Læggekartofler","Grønland",0,0,0
"Import","2022","07011000 Læggekartofler","Guadeloupe",0,0,0
"Import","2022","07011000 Læggekartofler","Guam",0,0,0
"Import","2022","07011000 Læggekartofler","Guatemala",0,0,0
"Import","2022","07011000 Læggekartofler","Guinea",0,0,0
"Import","2022","07011000 Læggekartofler","Guinea-Bissau",0,0,0
"Import","2022","07011000 Læggekartofler","Guyana",0,0,0
"Import","2022","07011000 Læggekartofler","Haiti",0,0,0
"Import","2022","07011000 Læggekartofler","Heard- og McDonaldøerne",0,0,0
"Import","2022","07011000 Læggekartofler","Honduras",0,0,0
"Import","2022","07011000 Læggekartofler","Hongkong",0,0,0
"Import","2022","07011000 Læggekartofler","Belarus",0,0,0
"Import","2022","07011000 Læggekartofler","Indien",0,0,0
"Import","2022","07011000 Læggekartofler","Indonesien",0,0,0
"Import","2022","07011000 Læggekartofler","Irak",0,0,0
"Import","2022","07011000 Læggekartofler","Iran",0,0,0
"Import","2022","07011000 Læggekartofler","Irland",0,0,0
"Import","2022","07011000 Læggekartofler","Island",0,0,0
"Import","2022","07011000 Læggekartofler","Israel",0,0,0
