Import,Year,Country,KG,DKK,HS_Code,Commodity_Name
Import,2022,Diskretioneret,0,0,07052900,"Cikorie Cichorium-arter, frisk eller kølet (undtagen Cichorium intybus var. foliosum)"
Import,2022,Uoplyst land,0,0,07052900,"Cikorie Cichorium-arter, frisk eller kølet (undtagen Cichorium intybus var. foliosum)"
Import,2022,Uoplyst land EU-lande,0,0,07052900,"Cikorie Cichorium-arter, frisk eller kølet (undtagen Cichorium intybus var. foliosum)"
Import,2022,Uoplyst land 3. Lande,0,0,07052900,"Cikorie Cichorium-arter, frisk eller kølet (undtagen Cichorium intybus var. foliosum)"
Import,2022,I alt,5985018,43890162,07061000,"Gulerødder og turnips, friske eller kølede"
Import,2022,Diskretioneret,0,0,07061000,"Gulerødder og turnips, friske eller kølede"
Import,2022,Uoplyst land,0,0,07061000,"Gulerødder og turnips, friske eller kølede"
Import,2022,Uoplyst land EU-lande,0,0,07061000,"Gulerødder og turnips, friske eller kølede"
Import,2022,Uoplyst land 3. Lande,0,0,07061000,"Gulerødder og turnips, friske eller kølede"
Import,2022,I alt,0,0,07069005,"Knoldselleri, fersk/kølet, i perioden 1 januar - 30april"
Import,2022,Diskretioneret,0,0,07069005,"Knoldselleri, fersk/kølet, i perioden 1 januar - 30april"
Import,2022,Uoplyst land,0,0,07069005,"Knoldselleri, fersk/kølet, i perioden 1 januar - 30april"
Import,2022,Uoplyst land EU-lande,0,0,07069005,"Knoldselleri, fersk/kølet, i perioden 1 januar - 30april"
Import,2022,Uoplyst land 3. Lande,0,0,07069005,"Knoldselleri, fersk/kølet, i perioden 1 januar - 30april"
Import,2022,I alt,1031510,5928668,07069010,"Knoldselleri, frisk eller kølet"
Import,2022,Diskretioneret,0,0,07069010,"Knoldselleri, frisk eller kølet"
Import,2022,Uoplyst land,0,0,07069010,"Knoldselleri, frisk eller kølet"
Import,2022,Uoplyst land EU-lande,0,0,07069010,"Knoldselleri, frisk eller kølet"
Import,2022,Uoplyst land 3. Lande,0,0,07069010,"Knoldselleri, frisk eller kølet"
Import,2022,I alt,0,0,07069011,"Knoldselleri, fersk/kølet, i perioden 1 maj - 30 september"
Import,2022,Diskretioneret,0,0,07069011,"Knoldselleri, fersk/kølet, i perioden 1 maj - 30 september"
Import,2022,Uoplyst land,0,0,07069011,"Knoldselleri, fersk/kølet, i perioden 1 maj - 30 september"
Import,2022,Uoplyst land EU-lande,0,0,07069011,"Knoldselleri, fersk/kølet, i perioden 1 maj - 30 september"
Import,2022,Uoplyst land 3. Lande,0,0,07069011,"Knoldselleri, fersk/kølet, i perioden 1 maj - 30 september"
Import,2022,I alt,0,0,07069017,"Knoldselleri, fersk/kølet, i perioden 1 oktober - 31 december"
Import,2022,Diskretioneret,0,0,07069017,"Knoldselleri, fersk/kølet, i perioden 1 oktober - 31 december"
Import,2022,Uoplyst land,0,0,07069017,"Knoldselleri, fersk/kølet, i perioden 1 oktober - 31 december"
Import,2022,Uoplyst land EU-lande,0,0,07069017,"Knoldselleri, fersk/kølet, i perioden 1 oktober - 31 december"
Import,2022,Uoplyst land 3. Lande,0,0,07069017,"Knoldselleri, fersk/kølet, i perioden 1 oktober - 31 december"
Import,2022,I alt,0,0,07069019,"Knoldselleri, fersk/kølet, i perioden 1 oktober - 30 april"
Import,2022,Diskretioneret,0,0,07069019,"Knoldselleri, fersk/kølet, i perioden 1 oktober - 30 april"
Import,2022,Uoplyst land,0,0,07069019,"Knoldselleri, fersk/kølet, i perioden 1 oktober - 30 april"
Import,2022,Uoplyst land EU-lande,0,0,07069019,"Knoldselleri, fersk/kølet, i perioden 1 oktober - 30 april"
Import,2022,Uoplyst land 3. Lande,0,0,07069019,"Knoldselleri, fersk/kølet, i perioden 1 oktober - 30 april"
Import,2022,I alt,93444,1528491,07069030,"Peberrod Cochlearia armoracia, frisk eller kølet"
Import,2022,Diskretioneret,0,0,07069030,"Peberrod Cochlearia armoracia, frisk eller kølet"
Import,2022,Uoplyst land,0,0,07069030,"Peberrod Cochlearia armoracia, frisk eller kølet"
Import,2022,Uoplyst land EU-lande,0,0,07069030,"Peberrod Cochlearia armoracia, frisk eller kølet"
Import,2022,Uoplyst land 3. Lande,0,0,07069030,"Peberrod Cochlearia armoracia, frisk eller kølet"
Import,2022,I alt,2338612,28375871,07069090,"Rødbeder, skorzoner, radiser og andre spiselige rødder, friske eller kølede (undtagen gulerødder, turnips, knoldselleri og peberrod)"
Import,2022,Diskretioneret,0,0,07069090,"Rødbeder, skorzoner, radiser og andre spiselige rødder, friske eller kølede (undtagen gulerødder, turnips, knoldselleri og peberrod)"
Import,2022,Uoplyst land,0,0,07069090,"Rødbeder, skorzoner, radiser og andre spiselige rødder, friske eller kølede (undtagen gulerødder, turnips, knoldselleri og peberrod)"
Import,2022,Uoplyst land EU-lande,0,0,07069090,"Rødbeder, skorzoner, radiser og andre spiselige rødder, friske eller kølede (undtagen gulerødder, turnips, knoldselleri og peberrod)"
Import,2022,Uoplyst land 3. Lande,0,0,07069090,"Rødbeder, skorzoner, radiser og andre spiselige rødder, friske eller kølede (undtagen gulerødder, turnips, knoldselleri og peberrod)"
Import,2022,I alt,24319164,296107781,07070005,"Agurker og asier, friske eller kølede (undtagen drueagurker)"
Import,2022,Diskretioneret,0,0,07070005,"Agurker og asier, friske eller kølede (undtagen drueagurker)"
Import,2022,Uoplyst land,0,0,07070005,"Agurker og asier, friske eller kølede (undtagen drueagurker)"
Import,2022,Uoplyst land EU-lande,0,0,07070005,"Agurker og asier, friske eller kølede (undtagen drueagurker)"
Import,2022,Uoplyst land 3. Lande,0,0,07070005,"Agurker og asier, friske eller kølede (undtagen drueagurker)"
Import,2022,I alt,0,0,07070010,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. januar-udgangen af februar"
Import,2022,Diskretioneret,0,0,07070010,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. januar-udgangen af februar"
Import,2022,Uoplyst land,0,0,07070010,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. januar-udgangen af februar"
Import,2022,Uoplyst land EU-lande,0,0,07070010,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. januar-udgangen af februar"
Import,2022,Uoplyst land 3. Lande,0,0,07070010,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. januar-udgangen af februar"
Import,2022,I alt,0,0,07070011,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. november-15. maj"
Import,2022,Diskretioneret,0,0,07070011,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. november-15. maj"
Import,2022,Uoplyst land,0,0,07070011,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. november-15. maj"
Import,2022,Uoplyst land EU-lande,0,0,07070011,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. november-15. maj"
Import,2022,Uoplyst land 3. Lande,0,0,07070011,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. november-15. maj"
Import,2022,I alt,0,0,07070015,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. marts - 30. april"
Import,2022,Diskretioneret,0,0,07070015,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. marts - 30. april"
Import,2022,Uoplyst land,0,0,07070015,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. marts - 30. april"
Import,2022,Uoplyst land EU-lande,0,0,07070015,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. marts - 30. april"
Import,2022,Uoplyst land 3. Lande,0,0,07070015,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. marts - 30. april"
Import,2022,I alt,0,0,07070019,"Agurker (undt drueagurker) asier, fersk/kølet, i perioden 16 maj - 31. oktober"
Import,2022,Diskretioneret,0,0,07070019,"Agurker (undt drueagurker) asier, fersk/kølet, i perioden 16 maj - 31. oktober"
Import,2022,Uoplyst land,0,0,07070019,"Agurker (undt drueagurker) asier, fersk/kølet, i perioden 16 maj - 31. oktober"
Import,2022,Uoplyst land EU-lande,0,0,07070019,"Agurker (undt drueagurker) asier, fersk/kølet, i perioden 16 maj - 31. oktober"
Import,2022,Uoplyst land 3. Lande,0,0,07070019,"Agurker (undt drueagurker) asier, fersk/kølet, i perioden 16 maj - 31. oktober"
Import,2022,I alt,0,0,07070020,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. maj - 15. maj"
Import,2022,Diskretioneret,0,0,07070020,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. maj - 15. maj"
Import,2022,Uoplyst land,0,0,07070020,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. maj - 15. maj"
Import,2022,Uoplyst land EU-lande,0,0,07070020,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. maj - 15. maj"
Import,2022,Uoplyst land 3. Lande,0,0,07070020,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. maj - 15. maj"
Import,2022,I alt,0,0,07070025,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 16. maj - 30. september"
Import,2022,Diskretioneret,0,0,07070025,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 16. maj - 30. september"
Import,2022,Uoplyst land,0,0,07070025,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 16. maj - 30. september"
Import,2022,Uoplyst land EU-lande,0,0,07070025,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 16. maj - 30. september"
Import,2022,Uoplyst land 3. Lande,0,0,07070025,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 16. maj - 30. september"
Import,2022,I alt,0,0,07070030,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. oktober - 31. oktober"
Import,2022,Diskretioneret,0,0,07070030,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. oktober - 31. oktober"
Import,2022,Uoplyst land,0,0,07070030,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. oktober - 31. oktober"
Import,2022,Uoplyst land EU-lande,0,0,07070030,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. oktober - 31. oktober"
Import,2022,Uoplyst land 3. Lande,0,0,07070030,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. oktober - 31. oktober"
Import,2022,I alt,0,0,07070035,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. november - 10. november"
Import,2022,Diskretioneret,0,0,07070035,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. november - 10. november"
Import,2022,Uoplyst land,0,0,07070035,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. november - 10. november"
Import,2022,Uoplyst land EU-lande,0,0,07070035,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. november - 10. november"
Import,2022,Uoplyst land 3. Lande,0,0,07070035,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 1. november - 10. november"
Import,2022,I alt,0,0,07070040,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 11. november - 31. december"
Import,2022,Diskretioneret,0,0,07070040,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 11. november - 31. december"
Import,2022,Uoplyst land,0,0,07070040,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 11. november - 31. december"
Import,2022,Uoplyst land EU-lande,0,0,07070040,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 11. november - 31. december"
Import,2022,Uoplyst land 3. Lande,0,0,07070040,"Agurker (undt drueagurker) og asier, fersk/kølet, i perioden 11. november - 31. december"
Import,2022,I alt,758900,4846672,07070090,"Asier, friske eller kølede"
Import,2022,Diskretioneret,0,0,07070090,"Asier, friske eller kølede"
Import,2022,Uoplyst land,0,0,07070090,"Asier, friske eller kølede"
Import,2022,Uoplyst land EU-lande,0,0,07070090,"Asier, friske eller kølede"
Import,2022,Uoplyst land 3. Lande,0,0,07070090,"Asier, friske eller kølede"
Import,2022,I alt,4947572,52281587,07081000,"Ærter Pisum sativum, også udbælgede, friske eller kølede"
Import,2022,Diskretioneret,0,0,07081000,"Ærter Pisum sativum, også udbælgede, friske eller kølede"
Import,2022,Uoplyst land,0,0,07081000,"Ærter Pisum sativum, også udbælgede, friske eller kølede"
Import,2022,Uoplyst land EU-lande,0,0,07081000,"Ærter Pisum sativum, også udbælgede, friske eller kølede"
Import,2022,Uoplyst land 3. Lande,0,0,07081000,"Ærter Pisum sativum, også udbælgede, friske eller kølede"
Import,2022,I alt,0,0,07081010,"Ærter, også udbælgede, fersk/kølet, i perioden 1 september - 31 maj"
Import,2022,Diskretioneret,0,0,07081010,"Ærter, også udbælgede, fersk/kølet, i perioden 1 september - 31 maj"
Import,2022,Uoplyst land,0,0,07081010,"Ærter, også udbælgede, fersk/kølet, i perioden 1 september - 31 maj"
Import,2022,Uoplyst land EU-lande,0,0,07081010,"Ærter, også udbælgede, fersk/kølet, i perioden 1 september - 31 maj"
Import,2022,Uoplyst land 3. Lande,0,0,07081010,"Ærter, også udbælgede, fersk/kølet, i perioden 1 september - 31 maj"
Import,2022,I alt,0,0,07081020,"Ærter, også udbælgede, fersk/kølet, i perioden 1 januar - 31 maj"
Import,2022,Diskretioneret,0,0,07081020,"Ærter, også udbælgede, fersk/kølet, i perioden 1 januar - 31 maj"
Import,2022,Uoplyst land,0,0,07081020,"Ærter, også udbælgede, fersk/kølet, i perioden 1 januar - 31 maj"
Import,2022,Uoplyst land EU-lande,0,0,07081020,"Ærter, også udbælgede, fersk/kølet, i perioden 1 januar - 31 maj"
Import,2022,Uoplyst land 3. Lande,0,0,07081020,"Ærter, også udbælgede, fersk/kølet, i perioden 1 januar - 31 maj"
Import,2022,I alt,0,0,07081090,"Ærter, også udbælgede, fersk/kølet, i perioden 1 juni - 31 august"
Import,2022,Diskretioneret,0,0,07081090,"Ærter, også udbælgede, fersk/kølet, i perioden 1 juni - 31 august"
Import,2022,Uoplyst land,0,0,07081090,"Ærter, også udbælgede, fersk/kølet, i perioden 1 juni - 31 august"
Import,2022,Uoplyst land EU-lande,0,0,07081090,"Ærter, også udbælgede, fersk/kølet, i perioden 1 juni - 31 august"
Import,2022,Uoplyst land 3. Lande,0,0,07081090,"Ærter, også udbælgede, fersk/kølet, i perioden 1 juni - 31 august"
Import,2022,I alt,0,0,07081095,"Ærter, også udbælgede, fersk/kølet, i perioden 1 september - 31 december"
Import,2022,Diskretioneret,0,0,07081095,"Ærter, også udbælgede, fersk/kølet, i perioden 1 september - 31 december"
Import,2022,Uoplyst land,0,0,07081095,"Ærter, også udbælgede, fersk/kølet, i perioden 1 september - 31 december"
Import,2022,Uoplyst land EU-lande,0,0,07081095,"Ærter, også udbælgede, fersk/kølet, i perioden 1 september - 31 december"
Import,2022,Uoplyst land 3. Lande,0,0,07081095,"Ærter, også udbælgede, fersk/kølet, i perioden 1 september - 31 december"
Import,2022,I alt,2222527,23960022,07082000,"Bønner Vigna-arter, Phaseolus-arter, også udbælgede, friske eller kølede"
Import,2022,Diskretioneret,0,0,07082000,"Bønner Vigna-arter, Phaseolus-arter, også udbælgede, friske eller kølede"
Import,2022,Uoplyst land,0,0,07082000,"Bønner Vigna-arter, Phaseolus-arter, også udbælgede, friske eller kølede"
Import,2022,Uoplyst land EU-lande,0,0,07082000,"Bønner Vigna-arter, Phaseolus-arter, også udbælgede, friske eller kølede"
Import,2022,Uoplyst land 3. Lande,0,0,07082000,"Bønner Vigna-arter, Phaseolus-arter, også udbælgede, friske eller kølede"
Import,2022,I alt,0,0,07082010,"Bønner (Vigna- og Phaseolus-arter,også udbælgede,fersk/kølet,i perioden 1 oktober - 30 juni"
Import,2022,Diskretioneret,0,0,07082010,"Bønner (Vigna- og Phaseolus-arter,også udbælgede,fersk/kølet,i perioden 1 oktober - 30 juni"
Import,2022,Uoplyst land,0,0,07082010,"Bønner (Vigna- og Phaseolus-arter,også udbælgede,fersk/kølet,i perioden 1 oktober - 30 juni"
Import,2022,Uoplyst land EU-lande,0,0,07082010,"Bønner (Vigna- og Phaseolus-arter,også udbælgede,fersk/kølet,i perioden 1 oktober - 30 juni"
Import,2022,Uoplyst land 3. Lande,0,0,07082010,"Bønner (Vigna- og Phaseolus-arter,også udbælgede,fersk/kølet,i perioden 1 oktober - 30 juni"
Import,2022,I alt,0,0,07082020,"Bønner (Vigna- og Phaseolus-arter),også udbælgede,fe rsk/kølet,i perioden 1 januar - 31 maj"
Import,2022,Diskretioneret,0,0,07082020,"Bønner (Vigna- og Phaseolus-arter),også udbælgede,fe rsk/kølet,i perioden 1 januar - 31 maj"
Import,2022,Uoplyst land,0,0,07082020,"Bønner (Vigna- og Phaseolus-arter),også udbælgede,fe rsk/kølet,i perioden 1 januar - 31 maj"
Import,2022,Uoplyst land EU-lande,0,0,07082020,"Bønner (Vigna- og Phaseolus-arter),også udbælgede,fe rsk/kølet,i perioden 1 januar - 31 maj"
Import,2022,Uoplyst land 3. Lande,0,0,07082020,"Bønner (Vigna- og Phaseolus-arter),også udbælgede,fe rsk/kølet,i perioden 1 januar - 31 maj"
Import,2022,I alt,0,0,07082090,"Bønner (Vigna- og Phaseolus-arter,også udbælgede,fersk/kølet,i perioden 1 juli - 30 september"
Import,2022,Diskretioneret,0,0,07082090,"Bønner (Vigna- og Phaseolus-arter,også udbælgede,fersk/kølet,i perioden 1 juli - 30 september"
Import,2022,Uoplyst land,0,0,07082090,"Bønner (Vigna- og Phaseolus-arter,også udbælgede,fersk/kølet,i perioden 1 juli - 30 september"
Import,2022,Uoplyst land EU-lande,0,0,07082090,"Bønner (Vigna- og Phaseolus-arter,også udbælgede,fersk/kølet,i perioden 1 juli - 30 september"
Import,2022,Uoplyst land 3. Lande,0,0,07082090,"Bønner (Vigna- og Phaseolus-arter,også udbælgede,fersk/kølet,i perioden 1 juli - 30 september"
Import,2022,I alt,0,0,07082095,"Bønner (Vigna- og Phaseolus-arter), også udbælgede,fersk/kølet,i perioden 1 oktober - 31 december"
Import,2022,Diskretioneret,0,0,07082095,"Bønner (Vigna- og Phaseolus-arter), også udbælgede,fersk/kølet,i perioden 1 oktober - 31 december"
Import,2022,Uoplyst land,0,0,07082095,"Bønner (Vigna- og Phaseolus-arter), også udbælgede,fersk/kølet,i perioden 1 oktober - 31 december"
Import,2022,Uoplyst land EU-lande,0,0,07082095,"Bønner (Vigna- og Phaseolus-arter), også udbælgede,fersk/kølet,i perioden 1 oktober - 31 december"
Import,2022,Uoplyst land 3. Lande,0,0,07082095,"Bønner (Vigna- og Phaseolus-arter), også udbælgede,fersk/kølet,i perioden 1 oktober - 31 december"
Import,2022,I alt,125851,4034756,07089000,"Bælgfrugter, også udbælgede, friske eller kølede (undtagen ærter Pisum sativum og bønner Vigna-arter, Phaseolus-arter)"
Import,2022,Diskretioneret,0,0,07089000,"Bælgfrugter, også udbælgede, friske eller kølede (undtagen ærter Pisum sativum og bønner Vigna-arter, Phaseolus-arter)"
Import,2022,Uoplyst land,0,0,07089000,"Bælgfrugter, også udbælgede, friske eller kølede (undtagen ærter Pisum sativum og bønner Vigna-arter, Phaseolus-arter)"
Import,2022,Uoplyst land EU-lande,0,0,07089000,"Bælgfrugter, også udbælgede, friske eller kølede (undtagen ærter Pisum sativum og bønner Vigna-arter, Phaseolus-arter)"
Import,2022,Uoplyst land 3. Lande,0,0,07089000,"Bælgfrugter, også udbælgede, friske eller kølede (undtagen ærter Pisum sativum og bønner Vigna-arter, Phaseolus-arter)"
Import,2022,I alt,0,0,07091000,"Artiskokker, friske el kølede"
Import,2022,Diskretioneret,0,0,07091000,"Artiskokker, friske el kølede"
Import,2022,Uoplyst land,0,0,07091000,"Artiskokker, friske el kølede"
Import,2022,Uoplyst land EU-lande,0,0,07091000,"Artiskokker, friske el kølede"
Import,2022,Uoplyst land 3. Lande,0,0,07091000,"Artiskokker, friske el kølede"
Import,2022,I alt,0,0,07091010,"Artiskokker, fersk/kølet, i perioden 1. januar - 31. maj"
Import,2022,Diskretioneret,0,0,07091010,"Artiskokker, fersk/kølet, i perioden 1. januar - 31. maj"
Import,2022,Uoplyst land,0,0,07091010,"Artiskokker, fersk/kølet, i perioden 1. januar - 31. maj"
Import,2022,Uoplyst land EU-lande,0,0,07091010,"Artiskokker, fersk/kølet, i perioden 1. januar - 31. maj"
Import,2022,Uoplyst land 3. Lande,0,0,07091010,"Artiskokker, fersk/kølet, i perioden 1. januar - 31. maj"
Import,2022,I alt,0,0,07091020,"Artiskokker, fersk/kølet, i perioden 1. juni - 30. juni"
Import,2022,Diskretioneret,0,0,07091020,"Artiskokker, fersk/kølet, i perioden 1. juni - 30. juni"
Import,2022,Uoplyst land,0,0,07091020,"Artiskokker, fersk/kølet, i perioden 1. juni - 30. juni"
Import,2022,Uoplyst land EU-lande,0,0,07091020,"Artiskokker, fersk/kølet, i perioden 1. juni - 30. juni"
Import,2022,Uoplyst land 3. Lande,0,0,07091020,"Artiskokker, fersk/kølet, i perioden 1. juni - 30. juni"
Import,2022,I alt,0,0,07091030,"Artiskokker, fersk/kølet, i perioden 1. juli - 31. oktober"
Import,2022,Diskretioneret,0,0,07091030,"Artiskokker, fersk/kølet, i perioden 1. juli - 31. oktober"
Import,2022,Uoplyst land,0,0,07091030,"Artiskokker, fersk/kølet, i perioden 1. juli - 31. oktober"
Import,2022,Uoplyst land EU-lande,0,0,07091030,"Artiskokker, fersk/kølet, i perioden 1. juli - 31. oktober"
Import,2022,Uoplyst land 3. Lande,0,0,07091030,"Artiskokker, fersk/kølet, i perioden 1. juli - 31. oktober"
Import,2022,I alt,0,0,07091040,"Artiskokker, fersk/kølet, i perioden 1. november - 31. december"
Import,2022,Diskretioneret,0,0,07091040,"Artiskokker, fersk/kølet, i perioden 1. november - 31. december"
Import,2022,Uoplyst land,0,0,07091040,"Artiskokker, fersk/kølet, i perioden 1. november - 31. december"
Import,2022,Uoplyst land EU-lande,0,0,07091040,"Artiskokker, fersk/kølet, i perioden 1. november - 31. december"
Import,2022,Uoplyst land 3. Lande,0,0,07091040,"Artiskokker, fersk/kølet, i perioden 1. november - 31. december"
Import,2022,I alt,3602061,105273439,07092000,"Asparges, friske eller kølede"
Import,2022,Diskretioneret,0,0,07092000,"Asparges, friske eller kølede"
Import,2022,Uoplyst land,0,0,07092000,"Asparges, friske eller kølede"
Import,2022,Uoplyst land EU-lande,0,0,07092000,"Asparges, friske eller kølede"
Import,2022,Uoplyst land 3. Lande,0,0,07092000,"Asparges, friske eller kølede"
Import,2022,I alt,4653622,36876949,07093000,"Auberginer, friske eller kølede"
Import,2022,Diskretioneret,0,0,07093000,"Auberginer, friske eller kølede"
Import,2022,Uoplyst land,0,0,07093000,"Auberginer, friske eller kølede"
Import,2022,Uoplyst land EU-lande,0,0,07093000,"Auberginer, friske eller kølede"
Import,2022,Uoplyst land 3. Lande,0,0,07093000,"Auberginer, friske eller kølede"
Import,2022,I alt,1394568,19248069,07094000,"Selleri, frisk eller kølet (undtagen knoldselleri)"
Import,2022,Diskretioneret,0,0,07094000,"Selleri, frisk eller kølet (undtagen knoldselleri)"
Import,2022,Uoplyst land,0,0,07094000,"Selleri, frisk eller kølet (undtagen knoldselleri)"
Import,2022,Uoplyst land EU-lande,0,0,07094000,"Selleri, frisk eller kølet (undtagen knoldselleri)"
Import,2022,Uoplyst land 3. Lande,0,0,07094000,"Selleri, frisk eller kølet (undtagen knoldselleri)"
Import,2022,I alt,4924376,95920306,07095100,"Svampe af slægten Agaricus, friske eller kølede"
Import,2022,Diskretioneret,0,0,07095100,"Svampe af slægten Agaricus, friske eller kølede"
Import,2022,Uoplyst land,0,0,07095100,"Svampe af slægten Agaricus, friske eller kølede"
Import,2022,Uoplyst land EU-lande,0,0,07095100,"Svampe af slægten Agaricus, friske eller kølede"
Import,2022,Uoplyst land 3. Lande,0,0,07095100,"Svampe af slægten Agaricus, friske eller kølede"
Import,2022,I alt,0,0,07095110,"Champignon, fersk/kølet"
Import,2022,Diskretioneret,0,0,07095110,"Champignon, fersk/kølet"
Import,2022,Uoplyst land,0,0,07095110,"Champignon, fersk/kølet"
Import,2022,Uoplyst land EU-lande,0,0,07095110,"Champignon, fersk/kølet"
Import,2022,Uoplyst land 3. Lande,0,0,07095110,"Champignon, fersk/kølet"
Import,2022,I alt,0,0,07095130,"Kantereller, fersk/kølet"
Import,2022,Diskretioneret,0,0,07095130,"Kantereller, fersk/kølet"
Import,2022,Uoplyst land,0,0,07095130,"Kantereller, fersk/kølet"
Import,2022,Uoplyst land EU-lande,0,0,07095130,"Kantereller, fersk/kølet"
Import,2022,Uoplyst land 3. Lande,0,0,07095130,"Kantereller, fersk/kølet"
Import,2022,I alt,0,0,07095150,"Rørhatte, fersk/kølet"
Import,2022,Diskretioneret,0,0,07095150,"Rørhatte, fersk/kølet"
Import,2022,Uoplyst land,0,0,07095150,"Rørhatte, fersk/kølet"
Import,2022,Uoplyst land EU-lande,0,0,07095150,"Rørhatte, fersk/kølet"
Import,2022,Uoplyst land 3. Lande,0,0,07095150,"Rørhatte, fersk/kølet"
Import,2022,I alt,0,0,07095190,"Svampe, fersk/kølet, undt champignon, kantereller og rørhatte"
Import,2022,Diskretioneret,0,0,07095190,"Svampe, fersk/kølet, undt champignon, kantereller og rørhatte"
Import,2022,Uoplyst land,0,0,07095190,"Svampe, fersk/kølet, undt champignon, kantereller og rørhatte"
Import,2022,Uoplyst land EU-lande,0,0,07095190,"Svampe, fersk/kølet, undt champignon, kantereller og rørhatte"
Import,2022,Uoplyst land 3. Lande,0,0,07095190,"Svampe, fersk/kølet, undt champignon, kantereller og rørhatte"
Import,2022,I alt,3066,235164,07095200,"Svampe af slægten Boletus, friske eller kølede"
Import,2022,Diskretioneret,0,0,07095200,"Svampe af slægten Boletus, friske eller kølede"
Import,2022,Uoplyst land,0,0,07095200,"Svampe af slægten Boletus, friske eller kølede"
Import,2022,Uoplyst land EU-lande,0,0,07095200,"Svampe af slægten Boletus, friske eller kølede"
Import,2022,Uoplyst land 3. Lande,0,0,07095200,"Svampe af slægten Boletus, friske eller kølede"
Import,2022,I alt,82325,7390961,07095300,"Svampe af slægten Cantharellus, friske eller kølede"
Import,2022,Diskretioneret,0,0,07095300,"Svampe af slægten Cantharellus, friske eller kølede"
Import,2022,Uoplyst land,0,0,07095300,"Svampe af slægten Cantharellus, friske eller kølede"
Import,2022,Uoplyst land EU-lande,0,0,07095300,"Svampe af slægten Cantharellus, friske eller kølede"
Import,2022,Uoplyst land 3. Lande,0,0,07095300,"Svampe af slægten Cantharellus, friske eller kølede"
Import,2022,I alt,29604,940148,07095400,"Shiitake-svampe Lentinus edodes, friske eller kølede"
Import,2022,Diskretioneret,0,0,07095400,"Shiitake-svampe Lentinus edodes, friske eller kølede"
Import,2022,Uoplyst land,0,0,07095400,"Shiitake-svampe Lentinus edodes, friske eller kølede"
Import,2022,Uoplyst land EU-lande,0,0,07095400,"Shiitake-svampe Lentinus edodes, friske eller kølede"
Import,2022,Uoplyst land 3. Lande,0,0,07095400,"Shiitake-svampe Lentinus edodes, friske eller kølede"
Import,2022,I alt,0,0,07095500,"Duft-ridderhatte Tricholoma matsutake, Tricholoma magnivelare, Tricholoma anatolicum, Tricholoma dulciolens, Tricholoma caligatum, friske eller kølede"
Import,2022,Diskretioneret,0,0,07095500,"Duft-ridderhatte Tricholoma matsutake, Tricholoma magnivelare, Tricholoma anatolicum, Tricholoma dulciolens, Tricholoma caligatum, friske eller kølede"
Import,2022,Uoplyst land,0,0,07095500,"Duft-ridderhatte Tricholoma matsutake, Tricholoma magnivelare, Tricholoma anatolicum, Tricholoma dulciolens, Tricholoma caligatum, friske eller kølede"
